flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao
2025-08-18,scheduled,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,A,,2025-08-18T13:20:00+00:00,2025-08-18T13:20:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,MAIN,,,2025-08-18T15:25:00+00:00,,,,,,Cathay Pacific,CX,CPA,775,CX775,CPA775,,,,,,,
2025-08-18,scheduled,,,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,41,,2025-08-18T10:50:00+00:00,2025-08-18T10:50:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,MAIN,,,2025-08-18T15:20:00+00:00,,,,,,Thai Airways International,TG,THA,641,TG641,THA641,,,,,,,
2025-08-18,scheduled,,,Chiang Rai,Asia/Bangkok,CEI,VTCT,,1,,2025-08-18T13:50:00+00:00,2025-08-18T13:50:00+00:00,,,,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,MAIN,A6,2,2025-08-18T15:20:00+00:00,,,,,,Thai Airways International,TG,THA,133,TG133,THA133,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T15:20:00+00:00,2025-08-18T15:20:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,A59,D4,2025-08-18T17:40:00+00:00,,,,,,Emirates,EK,UAE,7515,EK7515,UAE7515,,jetstar,jq,jst,849,jq849,jst849
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,1-8,10.0,2025-08-18T09:50:00+00:00,2025-08-18T09:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,3,2025-08-18T11:00:00+00:00,,,,,,China Express Air,G5,HXA,2853,G52853,HXA2853,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:50:00+00:00,2025-08-18T14:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,32,D3,2025-08-18T17:10:00+00:00,,,,,,Virgin Australia,VA,VOZ,1282,VA1282,VOZ1282,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:50:00+00:00,2025-08-18T14:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,32,D3,2025-08-18T17:10:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6667,SQ6667,SIA6667,,virgin australia,va,voz,1282,va1282,voz1282
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Loong Air,GJ,CDC,8683,GJ8683,CDC8683,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:50:00+00:00,2025-08-18T14:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,32,D3,2025-08-18T17:10:00+00:00,,,,,,Qatar Airways,QR,QTR,7172,QR7172,QTR7172,,virgin australia,va,voz,1282,va1282,voz1282
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:50:00+00:00,2025-08-18T14:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,2,32,D3,2025-08-18T17:10:00+00:00,,,,,,Air India,AI,AIC,7232,AI7232,AIC7232,,virgin australia,va,voz,1282,va1282,voz1282
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Hainan Airlines,HU,CHH,2683,HU2683,CHH2683,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,D02,2025-08-18T16:10:00+00:00,,,,,,Qantas,QF,QFA,1899,QF1899,QFA1899,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,D02,2025-08-18T16:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7259,NZ7259,ANZ7259,,qantas,qf,qfa,1899,qf1899,qfa1899
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T14:35:00+00:00,2025-08-18T14:35:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,,D02,2025-08-18T16:10:00+00:00,,,,,,Cathay Pacific,CX,CPA,9038,CX9038,CPA9038,,qantas,qf,qfa,1899,qf1899,qfa1899
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,China Southern Airlines,CZ,CSN,4791,CZ4791,CSN4791,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,5.0,2025-08-18T14:05:00+00:00,2025-08-18T14:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,39,D05,2025-08-18T15:40:00+00:00,,,,,,Virgin Australia,VA,VOZ,1498,VA1498,VOZ1498,,,,,,,
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Sichuan Airlines,3U,CSC,4709,3U4709,CSC4709,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,5.0,2025-08-18T14:05:00+00:00,2025-08-18T14:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,39,D05,2025-08-18T15:40:00+00:00,,,,,,Singapore Airlines,SQ,SIA,6485,SQ6485,SIA6485,,virgin australia,va,voz,1498,va1498,voz1498
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,China Express Air,G5,HXA,6413,G56413,HXA6413,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,5.0,2025-08-18T14:05:00+00:00,2025-08-18T14:05:00+00:00,,,,Brisbane International,Australia/Brisbane,BNE,YBBN,D,39,D05,2025-08-18T15:40:00+00:00,,,,,,Qatar Airways,QR,QTR,4254,QR4254,QTR4254,,virgin australia,va,voz,1498,va1498,voz1498
2025-08-18,scheduled,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,G1H,,2025-08-18T10:55:00+00:00,2025-08-18T10:55:00+00:00,,,,Mus,Europe/Istanbul,MSR,LTCK,,,,2025-08-18T13:05:00+00:00,,,,,,Turkish Airlines,TK,THY,2690,TK2690,THY2690,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T12:50:00+00:00,2025-08-18T12:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,T3G,QFR,2025-08-18T15:10:00+00:00,,,,,,Qantas,QF,QFA,579,QF579,QFA579,,,,,,,
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Xiamen Airlines,MF,CXA,5840,MF5840,CXA5840,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T12:50:00+00:00,2025-08-18T12:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,T3G,QFR,2025-08-18T15:10:00+00:00,,,,,,Cathay Pacific,CX,CPA,9081,CX9081,CPA9081,,qantas,qf,qfa,579,qf579,qfa579
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Tibet Airlines,TV,TBA,2441,TV2441,TBA2441,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,scheduled,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,G2A,,2025-08-18T08:10:00+00:00,2025-08-18T08:10:00+00:00,,,,Mus,Europe/Istanbul,MSR,LTCK,,,,2025-08-18T10:20:00+00:00,,,,,,Turkish Airlines,TK,THY,2692,TK2692,THY2692,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T12:50:00+00:00,2025-08-18T12:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,T3G,QFR,2025-08-18T15:10:00+00:00,,,,,,Air New Zealand,NZ,ANZ,7139,NZ7139,ANZ7139,,qantas,qf,qfa,579,qf579,qfa579
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,,3,13.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,2025-08-18T09:47:00+00:00,Xining,Asia/Shanghai,XNN,ZLXN,T3,,,2025-08-18T11:45:00+00:00,,2025-08-18T11:37:00+00:00,,,,Chengdu Airlines,EU,UEA,7535,EU7535,UEA7535,,loong air,gj,cdc,8683,gj8683,cdc8683
2025-08-18,scheduled,,,4 de Fevereiro,Africa/Luanda,LAD,FNLU,,,,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,,,,Cabinda,Africa/Luanda,CAB,FNCA,,,,2025-08-18T08:15:00+00:00,,,,,,Fly Angola,EQ,FLA,100,EQ100,FLA100,,,,,,,
2025-08-18,active,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,408,9.0,2025-08-18T05:35:00+00:00,2025-08-18T05:35:00+00:00,2025-08-18T05:44:00+00:00,2025-08-18T05:44:00+00:00,2025-08-18T05:44:00+00:00,Mus,Europe/Istanbul,MSR,LTCK,,,,2025-08-18T07:30:00+00:00,,2025-08-18T07:13:00+00:00,,,,Pegasus,PC,PGT,2490,PC2490,PGT2490,,,,,,,
2025-08-18,active,,,Enshi,Asia/Shanghai,ENH,ZHES,T2,1-8,40.0,2025-08-18T09:35:00+00:00,2025-08-18T09:35:00+00:00,,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,,9,2025-08-18T11:55:00+00:00,,,,,,Ruili Airlines,DR,RLH,6543,DR6543,RLH6543,,,,,,,
2025-08-18,active,,,Hamilton Island,Australia/Lindeman,HTI,YBHM,,,,2025-08-18T12:50:00+00:00,2025-08-18T12:50:00+00:00,,,,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,3,T3G,QFR,2025-08-18T15:10:00+00:00,,,,,,China Eastern Airlines,MU,CES,4171,MU4171,CES4171,,qantas,qf,qfa,579,qf579,qfa579
2025-08-18,scheduled,,,Cabinda,Africa/Luanda,CAB,FNCA,,,,2025-08-18T08:45:00+00:00,2025-08-18T08:45:00+00:00,,,,4 de Fevereiro,Africa/Luanda,LAD,FNLU,,,,2025-08-18T09:45:00+00:00,,,,,,Fly Angola,EQ,FLA,304,EQ304,FLA304,,,,,,,
2025-08-18,scheduled,,,Mus,Europe/Istanbul,MSR,LTCK,,,,2025-08-18T14:05:00+00:00,2025-08-18T14:05:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2025-08-18T16:30:00+00:00,,,,,,Turkish Airlines,TK,THY,2691,TK2691,THY2691,,,,,,,
2025-08-18,scheduled,,,Mus,Europe/Istanbul,MSR,LTCK,,,5.0,2025-08-18T11:20:00+00:00,2025-08-18T11:20:00+00:00,,,,Istanbul Airport,Europe/Istanbul,IST,LTFM,,,,2025-08-18T13:45:00+00:00,,,,,,Turkish Airlines,TK,THY,2693,TK2693,THY2693,,,,,,,
2025-08-18,active,,,Mus,Europe/Istanbul,MSR,LTCK,,,5.0,2025-08-18T08:25:00+00:00,2025-08-18T08:25:00+00:00,,,,Sabiha Gokcen,Europe/Istanbul,SAW,LTFJ,,,,2025-08-18T10:35:00+00:00,,,,,,Pegasus,PC,PGT,2491,PC2491,PGT2491,,,,,,,
2025-08-18,,,,Krasnojarsk,Asia/Krasnoyarsk,KJA,UNKL,1,,,2025-08-18T07:15:00+00:00,2025-08-18T07:15:00+00:00,,,,Hatanga,Asia/Krasnoyarsk,HTG,UOHH,1,,,2025-08-18T10:55:00+00:00,,,,,,KrasAvia,KI,SSJ,145,KI145,SSJ145,,,,,,,
2025-08-18,scheduled,,,Eltari,Asia/Dili,KOE,WATT,,,,2025-08-18T07:00:00+00:00,2025-08-18T07:00:00+00:00,,,,Ende,Asia/Makassar,ENE,WATE,,,,2025-08-18T07:55:00+00:00,,,,,,Wings Air (Indonesia),IW,WON,1831,IW1831,WON1831,,,,,,,
2025-08-18,scheduled,,,Mutiara,Asia/Makassar,LBJ,WATO,,,,2025-08-18T12:55:00+00:00,2025-08-18T12:55:00+00:00,,,,Ende,Asia/Makassar,ENE,WATE,,,,2025-08-18T13:45:00+00:00,,,,,,Wings Air (Indonesia),IW,WON,1830,IW1830,WON1830,,,,,,,
2025-08-18,scheduled,,,Eltari,Asia/Dili,KOE,WATT,,2-5,,2025-08-18T11:25:00+00:00,2025-08-18T11:25:00+00:00,,,,Ende,Asia/Makassar,ENE,WATE,,,,2025-08-18T12:20:00+00:00,,,,,,Wings Air (Indonesia),IW,WON,1957,IW1957,WON1957,,,,,,,
2025-08-18,scheduled,,,"Sultan Aji Muhamad Sulaiman Airport
",,BPN,WALL,,,,2025-08-18T17:55:00+00:00,2025-08-18T17:55:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T19:05:00+00:00,,,,,,Citilink,QG,CTV,429,QG429,CTV429,,,,,,,
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,1,E,,2025-08-18T15:35:00+00:00,2025-08-18T15:35:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T19:00:00+00:00,,,,,,Citilink,QG,CTV,426,QG426,CTV426,,,,,,,
2025-08-18,scheduled,,,Eltari,Asia/Dili,KOE,WATT,,8-10,,2025-08-18T17:15:00+00:00,2025-08-18T17:15:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:40:00+00:00,,,,,,Lion Air,JT,LNI,848,JT848,LNI848,,,,,,,
2025-08-18,scheduled,,,Eltari,Asia/Dili,KOE,WATT,,8-10,,2025-08-18T17:15:00+00:00,2025-08-18T17:15:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:40:00+00:00,,,,,,,X1,X1,6306,X16306,X16306,,lion air,jt,lni,848,jt848,lni848
2025-08-18,scheduled,,,Samratulangi,Asia/Makassar,MDC,WAMM,,,,2025-08-18T16:45:00+00:00,2025-08-18T16:45:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:25:00+00:00,,,,,,Batik Air,ID,BTK,8763,ID8763,BTK8763,,,,,,,
2025-08-18,scheduled,,,Samratulangi,Asia/Makassar,MDC,WAMM,,43,,2025-08-18T16:45:00+00:00,2025-08-18T16:45:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:25:00+00:00,,,,,,Batik Air,ID,BTK,6763,ID6763,BTK6763,,,,,,,
2025-08-18,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,D5,,2025-08-18T16:40:00+00:00,2025-08-18T16:40:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,Lion Air,JT,LNI,744,JT744,LNI744,,,,,,,
2025-08-18,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,D5,,2025-08-18T16:40:00+00:00,2025-08-18T16:40:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,,X1,X1,6168,X16168,X16168,,lion air,jt,lni,744,jt744,lni744
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,Garuda Indonesia,GA,GIA,612,GA612,GIA612,,,,,,,
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,Saudia,SV,SVA,6185,SV6185,SVA6185,,garuda indonesia,ga,gia,612,ga612,gia612
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,Etihad Airways,EY,ETD,8185,EY8185,ETD8185,,garuda indonesia,ga,gia,612,ga612,gia612
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,Malaysia Airlines,MH,MAS,4403,MH4403,MAS4403,,garuda indonesia,ga,gia,612,ga612,gia612
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,3,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T18:00:00+00:00,,,,,,China Airlines,CI,CAL,9798,CI9798,CAL9798,,garuda indonesia,ga,gia,612,ga612,gia612
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,,,2025-08-18T14:25:00+00:00,2025-08-18T14:25:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:50:00+00:00,,,,,,Sriwijaya Air,SJ,SJY,5980,SJ5980,SJY5980,,,,,,,
2025-08-18,scheduled,,,Soekarno-Hatta International,Asia/Jakarta,CGK,WIII,2,C22,,2025-08-18T14:30:00+00:00,2025-08-18T14:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:50:00+00:00,,,,,,Batik Air,ID,BTK,6266,ID6266,BTK6266,,,,,,,
2025-08-18,scheduled,,,Sjamsudin Noor,Asia/Makassar,BDJ,WAOO,,30-3,,2025-08-18T16:20:00+00:00,2025-08-18T16:20:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:30:00+00:00,,,,,,Lion Air,JT,LNI,524,JT524,LNI524,,,,,,,
2025-08-18,scheduled,,,Kuala Lumpur International Airport (klia),Asia/Kuala_Lumpur,KUL,WMKK,2,L14,160.0,2025-08-18T14:05:00+00:00,2025-08-18T14:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:30:00+00:00,,,,,,AirAsia,AK,AXM,334,AK334,AXM334,,,,,,,
2025-08-18,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,,,2025-08-18T16:00:00+00:00,2025-08-18T16:00:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:20:00+00:00,,,,,,Sriwijaya Air,SJ,SJY,717,SJ717,SJY717,,,,,,,
2025-08-18,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2025-08-18T16:10:00+00:00,2025-08-18T16:10:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:20:00+00:00,,,,,,Sriwijaya Air,SJ,SJY,903,SJ903,SJY903,,,,,,,
2025-08-18,scheduled,,,Juanda,Asia/Jakarta,SUB,WARR,1,68-7,,2025-08-18T14:40:00+00:00,2025-08-18T14:40:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T17:10:00+00:00,,,,,,Lion Air,JT,LNI,886,JT886,LNI886,,,,,,,
2025-08-18,scheduled,,,Maleo Airport,,MOH,WAFO,,,,2025-08-18T15:30:00+00:00,2025-08-18T15:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:50:00+00:00,,,,,,Wings Air (Indonesia),IW,WON,1325,IW1325,WON1325,,,,,,,
2025-08-18,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,1-08,,2025-08-18T15:30:00+00:00,2025-08-18T15:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:35:00+00:00,,,,,,Lion Air,JT,LNI,945,JT945,LNI945,,,,,,,
2025-08-18,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2025-08-18T15:30:00+00:00,2025-08-18T15:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:35:00+00:00,,,,,,Lion Air,JT,LNI,883,JT883,LNI883,,,,,,,
2025-08-18,scheduled,,,Jefman,Asia/Jayapura,SOQ,WASS,,,,2025-08-18T15:30:00+00:00,2025-08-18T15:30:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:35:00+00:00,,,,,,Lion Air,JT,LNI,1703,JT1703,LNI1703,,,,,,,
2025-08-18,scheduled,,,Wolter Monginsidi,Asia/Makassar,KDI,WAWW,,,,2025-08-18T15:35:00+00:00,2025-08-18T15:35:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:30:00+00:00,,,,,,Lion Air,JT,LNI,997,JT997,LNI997,,,,,,,
2025-08-18,scheduled,,,Wolter Monginsidi,Asia/Makassar,KDI,WAWW,,,,2025-08-18T15:35:00+00:00,2025-08-18T15:35:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:30:00+00:00,,,,,,,X1,X1,6263,X16263,X16263,,lion air,jt,lni,997,jt997,lni997
2025-08-18,scheduled,,,Baubau,Asia/Makassar,BUW,WAAB,,,,2025-08-18T15:35:00+00:00,2025-08-18T15:35:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:20:00+00:00,,,,,,Super Air Jet,IU,SJV,573,IU573,SJV573,,,,,,,
2025-08-18,scheduled,,,Sentani,Asia/Jayapura,DJJ,WAJJ,,,,2025-08-18T13:50:00+00:00,2025-08-18T13:50:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:15:00+00:00,,,,,,Sriwijaya Air,SJ,SJY,5830,SJ5830,SJY5830,,,,,,,
2025-08-18,scheduled,,,Mutiara,Asia/Makassar,PLW,WAML,,,,2025-08-18T15:05:00+00:00,2025-08-18T15:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:15:00+00:00,,,,,,Batik Air,ID,BTK,8555,ID8555,BTK8555,,,,,,,
2025-08-18,scheduled,,,Mutiara,Asia/Makassar,PLW,WAML,,,,2025-08-18T15:05:00+00:00,2025-08-18T15:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:15:00+00:00,,,,,,Batik Air,ID,BTK,6555,ID6555,BTK6555,,,,,,,
2025-08-18,scheduled,,,Bubung / Aminuddin Amir,Asia/Makassar,LUW,WAFW,,,,2025-08-18T15:05:00+00:00,2025-08-18T15:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:15:00+00:00,,,,,,Batik Air,ID,BTK,6293,ID6293,BTK6293,,,,,,,
2025-08-18,scheduled,,,Bubung / Aminuddin Amir,Asia/Makassar,LUW,WAFW,,,,2025-08-18T15:05:00+00:00,2025-08-18T15:05:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:15:00+00:00,,,,,,Batik Air,ID,BTK,6235,ID6235,BTK6235,,,,,,,
2025-08-18,scheduled,,,Timika,Asia/Jayapura,TIM,WAYY,,,,2025-08-18T14:15:00+00:00,2025-08-18T14:15:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:00:00+00:00,,,,,,Sriwijaya Air,SJ,SJY,785,SJ785,SJY785,,,,,,,
2025-08-18,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,D3,,2025-08-18T14:40:00+00:00,2025-08-18T14:40:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:00:00+00:00,,,,,,Lion Air,JT,LNI,740,JT740,LNI740,,,,,,,
2025-08-18,scheduled,,,Ngurah Rai International,Asia/Makassar,DPS,WADD,D,D3,,2025-08-18T14:40:00+00:00,2025-08-18T14:40:00+00:00,,,,Hasanudin,Asia/Makassar,UPG,WAAA,D,,,2025-08-18T16:00:00+00:00,,,,,,,X1,X1,6229,X16229,X16229,,lion air,jt,lni,740,jt740,lni740
